,train loss,train_acc,test_loss,test_acc
0,10.08770622,0.321739137,10.57208412,0.344086021
1,10.37164392,0.356521726,10.57208412,0.344086021
2,10.9322733,0.321739137,10.57208412,0.344086021
3,10.21772117,0.366071433,10.57208412,0.344086021
4,10.37164392,0.356521726,10.57208412,0.344086021
5,10.64945577,0.339285702,10.57208412,0.344086021
6,10.3716439,0.356521726,10.57208412,0.344086021
7,9.670857098,0.400000006,10.57208412,0.344086021
8,10.65195853,0.339130431,10.57208412,0.344086021
9,10.9322783,0.321739137,10.57208412,0.344086021
10,10.64945573,0.339285702,10.57208412,0.344086021
11,10.37164398,0.356521726,10.57208412,0.344086021
12,9.67085716,0.400000006,10.57208412,0.344086021
13,9.530699771,0.408695638,10.57208412,0.344086021
14,11.07243061,0.313043475,10.57208412,0.344086021
15,10.65195863,0.339130431,10.57208412,0.344086021
16,10.21772113,0.366071433,10.57208412,0.344086021
17,10.93227335,0.321739137,10.57208412,0.344086021
18,9.530699834,0.408695638,10.57208412,0.344086021
19,11.21258798,0.304347813,10.57208412,0.344086021
20,10.37164394,0.356521726,10.57208412,0.344086021
21,9.81101445,0.391304344,10.57208412,0.344086021
22,9.785986276,0.392857134,10.57208412,0.344086021
23,10.65195863,0.339130431,10.57208412,0.344086021
24,10.51180128,0.347826093,10.57208412,0.344086021
25,10.23148661,0.365217388,10.57208412,0.344086021
26,10.37164394,0.356521726,10.57208412,0.344086021
27,11.22510214,0.303571433,10.57208412,0.344086021
28,9.530699792,0.408695638,10.57208412,0.344086021
29,10.6494558,0.339285702,10.57208412,0.344086021
30,10.3716439,0.356521726,10.57208412,0.344086021
31,9.752558833,0.391304344,12.30521264,0.236559138
32,11.212588,0.304347813,12.30521264,0.236559138
33,11.63306008,0.278260857,12.30521264,0.236559138
34,12.75431876,0.20869565,12.30521264,0.236559138
35,10.65195865,0.339130431,12.30521264,0.236559138
36,11.77321739,0.269565225,12.30521264,0.236559138
37,12.37639451,0.232142851,12.30521264,0.236559138
38,10.65195867,0.339130431,12.30521264,0.236559138
39,11.22510208,0.303571433,12.30521264,0.236559138
40,12.19368947,0.243478253,12.30521264,0.236559138
41,11.77321739,0.269565225,12.30521264,0.236559138
42,11.63305998,0.278260857,12.30521264,0.236559138
43,11.07243067,0.313043475,12.30521264,0.236559138
44,12.05353206,0.252173901,12.30521264,0.236559138
45,10.79211592,0.330434769,12.30521264,0.236559138
46,11.36901367,0.294642866,12.30521264,0.236559138
47,12.0535321,0.252173901,12.30521264,0.236559138
48,11.77321741,0.269565225,12.30521264,0.236559138
49,12.19368935,0.243478253,12.30521264,0.236559138
50,12.0535321,0.252173901,12.30521264,0.236559138
51,11.63306,0.278260857,12.30521264,0.236559138
52,12.08857143,0.25,12.30521264,0.236559138
53,10.65195857,0.339130431,12.30521264,0.236559138
54,11.77321741,0.269565225,12.30521264,0.236559138
55,10.93727885,0.321428567,12.30521264,0.236559138
56,12.19368947,0.243478253,12.30521264,0.236559138
57,12.19368943,0.243478253,12.30521264,0.236559138
58,10.79211596,0.330434769,12.30521264,0.236559138
59,11.17308534,0.304347813,12.01599343,0.241935477
60,9.131871555,0.426086962,9.358894152,0.419354826
61,10.65195863,0.339130431,9.358894152,0.419354826
62,9.951171896,0.382608682,9.358894152,0.419354826
63,10.36163265,0.357142866,9.358894152,0.419354826
64,10.23148651,0.365217388,9.358894152,0.419354826
65,10.51180128,0.347826093,9.358894152,0.419354826
66,9.530699834,0.408695638,9.358894152,0.419354826
67,9.811014507,0.391304344,9.358894152,0.419354826
68,9.929897981,0.383928567,9.358894152,0.419354826
69,11.35274535,0.295652181,9.358894152,0.419354826
