,train loss,train_acc,test_loss,test_acc
0,1.908325379980462,0.4107142984867096,3.85347377445095,0.3279569745063782
1,1.6911438522131548,0.530434787273407,1.6344013717613806,0.602150559425354
2,1.0238866060162368,0.643478274345398,2.319998598947853,0.5161290168762207
3,1.4205904016676156,0.539130449295044,1.7527297027508852,0.5913978219032288
4,1.1269625516041466,0.573913037776947,1.5852193733914817,0.6451612710952759
5,1.1107473557016678,0.5625,1.5368260509885034,0.6612903475761414
6,1.0935846152512922,0.6000000238418579,1.2064186834436124,0.7365591526031494
7,0.9091381349641344,0.7043478488922119,2.1242893234813938,0.5806451439857483
8,1.1155515028082805,0.6086956262588501,1.8618867618204435,0.6182795763015747
9,1.1500386935861215,0.634782612323761,1.2114486109594704,0.7526881694793701
10,0.7240448006145332,0.747826099395752,1.0089647402915327,0.801075279712677
11,0.6770994463669402,0.7321428656578064,1.128495132951275,0.7634408473968506
12,0.8752749173537545,0.686956524848938,1.2373117400353142,0.7580645084381104
13,0.8948100465957237,0.7217391133308411,1.9510741488445473,0.6290322542190552
14,0.6691469579287197,0.7565217614173889,2.1476757054033926,0.6290322542190552
15,0.9015283022561799,0.678260862827301,1.914921692424614,0.6559139490127563
16,0.7414839262061793,0.695652186870575,1.9390584120984027,0.6129032373428345
17,0.6487210571118023,0.747826099395752,1.7794823196827974,0.6344085931777954
18,0.6789596453309059,0.747826099395752,1.8345782043414718,0.6290322542190552
19,0.6690171408200902,0.7232142686843872,1.611370825243074,0.6451612710952759
20,0.43196147947531677,0.8260869383811951,1.9847773395799422,0.6397849321365356
21,0.8647813091187605,0.7321428656578064,2.082367820565327,0.6451612710952759
22,0.5718103611396382,0.800000011920929,1.8495626520607458,0.6827957034111023
23,0.3968295633145001,0.8608695864677429,1.4578954615469837,0.7311828136444092
24,0.6104287757416782,0.7565217614173889,1.205832022193317,0.7795698642730713
25,0.8865072017778521,0.6521739363670349,1.1379421649908346,0.7849462628364563
26,0.8154024650221285,0.686956524848938,1.2893089516042822,0.7419354915618896
27,0.3686099694636853,0.8260869383811951,1.5766990464405126,0.698924720287323
28,0.5371828783037407,0.7946428656578064,1.7153084962813923,0.6612903475761414
29,0.5835978722442752,0.7565217614173889,1.6000148350339094,0.6666666865348816
30,0.46606901733447675,0.791304349899292,1.2788625437941945,0.7204301357269287
31,0.5203369663137457,0.800000011920929,1.0798608264161422,0.7526881694793701
32,0.5375678869693176,0.8086956739425659,1.223507713281998,0.7419354915618896
33,0.7756187115571395,0.7142857313156128,1.2130061067209852,0.7419354915618896
34,0.4826894068037686,0.843478262424469,1.1659296453855768,0.7419354915618896
35,0.6509819255898828,0.7739130258560181,1.2988982716004458,0.7043010592460632
36,0.5427815803205189,0.8173912763595581,1.2819453545179598,0.7204301357269287
37,0.4904682315562082,0.8260869383811951,1.2502736216363264,0.7419354915618896
38,0.6012307772346374,0.8214285969734192,1.4418304705671152,0.698924720287323
39,0.6221418001931971,0.8086956739425659,1.3151956095381212,0.725806474685669
40,0.6477729431151048,0.800000011920929,1.2037200909191157,0.7096773982048035
41,0.39129525139603927,0.834782600402832,1.322628775366867,0.7204301357269287
42,0.6848272980589952,0.7857142686843872,1.407974589387315,0.6881720423698425
43,0.47433337391070696,0.8260869383811951,1.5465141559132793,0.6827957034111023
44,0.5006566193035763,0.852173924446106,1.3134890991069115,0.7096773982048035
45,0.4122179331176955,0.8260869383811951,1.3208303225755154,0.6935483813285828
46,0.46233456608150963,0.843478262424469,1.3713873149477613,0.7150537371635437
47,0.4023959028494099,0.834782600402832,1.3983118592198138,0.7043010592460632
48,0.3262262633413359,0.8660714030265808,1.404760816915571,0.7311828136444092
49,0.5441336224422507,0.8260869383811951,1.4498560674984642,0.7043010592460632
